Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
15121,석정우,1999년 01월 20일,우투우타,동일초-경남중-경남고-연세대,22 SSG 육성선수,2025,SSG,26,3B,27,0.29,-0.47,54,54,49,3,13,1,0,2,20,4,0,0,4,1,0,18,1,0,0,0.265,0.333,0.408,0.741,0.125,100.0,-0.18
15150,가르시아,1993년 03월 28일,우투양타,-,22 LG 자유선발,2022,LG,29,2B,39,0.58,-0.32,156,156,136,21,28,6,1,4,48,19,4,1,19,1,0,40,4,0,0,0.206,0.308,0.353,0.661,0.102,91.4,0.25
15151,라가레스,1989년 03월 17일,우투우타,-,22 SSG 자유선발,2022,SSG,33,LF,49,1.27,0.25,202,198,181,24,57,9,0,6,84,32,3,1,14,1,1,18,4,3,3,0.315,0.362,0.464,0.826,0.149,124.5,1.52
15422,문현빈,2004년 04월 20일,우투좌타,유천초-온양중-북일고,23 한화 2라운드 11순위,2023,한화,19,CF,137,1.54,-0.11,481,470,428,47,114,22,2,5,155,49,5,1,33,6,2,84,7,9,5,0.266,0.324,0.362,0.686,0.106,89.6,1.42
15422,문현빈,2004년 04월 20일,우투좌타,유천초-온양중-북일고,23 한화 2라운드 11순위,2024,한화,20,2B,103,0.65,-0.14,289,287,260,29,72,16,2,5,107,47,3,5,24,2,1,53,9,1,2,0.277,0.34,0.412,0.752,0.126,93.2,0.51
15422,문현빈,2004년 04월 20일,우투좌타,유천초-온양중-북일고,23 한화 2라운드 11순위,2025,한화,21,LF,141,3.1,-0.69,592,585,528,71,169,30,2,12,239,80,17,6,38,10,2,82,11,5,11,0.32,0.37,0.453,0.823,0.149,124.2,2.42
15484,김범석,2004년 05월 21일,우투우타,김해삼성초-경남중-경남고,23 LG 1라운드 7순위,2024,LG,20,DH,70,-0.23,-0.08,180,179,162,14,39,4,0,6,61,24,0,0,14,2,2,49,4,0,2,0.241,0.306,0.377,0.683,0.095,71.7,-0.31
15530,에레디아,1991년 01월 31일,좌투우타,-,23 SSG 자유선발,2023,SSG,32,LF,122,3.74,0.21,523,519,473,76,153,29,0,12,218,76,12,8,39,9,4,75,13,1,1,0.323,0.385,0.461,0.846,0.163,135.9,3.95
15530,에레디아,1991년 01월 31일,좌투우타,-,23 SSG 자유선발,2024,SSG,33,LF,136,4.24,0.33,591,588,541,82,195,31,1,21,291,118,4,3,28,13,3,73,12,0,9,0.36,0.399,0.538,0.937,0.191,137.2,4.56
15530,에레디아,1991년 01월 31일,좌투우타,-,23 SSG 자유선발,2025,SSG,34,LF,96,2.95,0.59,415,412,375,46,127,18,0,13,184,54,1,2,31,7,4,62,9,0,2,0.339,0.398,0.491,0.889,0.173,141.0,3.54
15532,오스틴,1993년 10월 14일,우투우타,-,23 LG 자유선발,2023,LG,30,1B,139,5.06,0.07,583,583,520,87,163,29,4,23,269,95,7,3,53,3,2,75,11,0,7,0.313,0.376,0.517,0.893,0.175,153.9,5.13
15532,오스틴,1993년 10월 14일,우투우타,-,23 LG 자유선발,2024,LG,31,1B,140,5.06,0.17,604,600,527,99,168,32,3,32,302,132,12,8,61,3,6,82,9,0,13,0.319,0.384,0.573,0.957,0.192,147.8,5.23
15532,오스틴,1993년 10월 14일,우투우타,-,23 LG 자유선발,2025,LG,32,1B,116,5.11,-0.25,499,494,425,82,133,25,1,31,253,95,3,0,61,2,7,62,11,0,11,0.313,0.393,0.595,0.988,0.199,171.6,4.86
15541,오그레디,1992년 05월 17일,우투좌타,-,23 한화 자유선발,2023,한화,31,LF,22,-0.87,-0.05,86,86,80,3,10,3,0,0,13,8,1,0,5,0,0,40,0,0,1,0.125,0.174,0.163,0.337,-0.025,-20.8,-0.92
15647,윌리엄스,1993년 09월 08일,좌투좌타,-,23 한화 자유선발,2023,한화,30,LF,68,-0.11,-0.48,273,273,258,29,63,14,0,9,104,45,1,1,8,4,0,63,6,0,3,0.244,0.275,0.403,0.678,0.093,78.5,-0.59
16038,박지환,2005년 07월 12일,우투우타,군산남초-군산중-세광고,24 SSG 1라운드 10순위,2024,SSG,19,2B,76,0.49,-0.4,249,246,228,33,63,9,2,4,88,21,8,3,12,3,0,61,3,3,3,0.276,0.317,0.386,0.703,0.106,75.2,0.09
16038,박지환,2005년 07월 12일,우투우타,군산남초-군산중-세광고,24 SSG 1라운드 10순위,2025,SSG,20,3B,31,-0.64,-0.31,68,65,60,3,9,0,0,0,9,4,0,1,4,0,0,19,1,3,1,0.15,0.2,0.15,0.35,-0.017,-14.2,-0.95
16042,정준재,2003년 01월 03일,우투좌타,상인천초-동인천중-강릉고-동국대,24 SSG 5라운드 50순위,2024,SSG,21,2B,88,1.58,0.28,240,237,215,40,66,8,5,1,87,23,16,5,19,3,0,49,3,3,0,0.307,0.371,0.405,0.776,0.143,103.2,1.86
16042,정준재,2003년 01월 03일,우투좌타,상인천초-동인천중-강릉고-동국대,24 SSG 5라운드 50순위,2025,SSG,22,2B,132,1.67,0.17,442,426,371,58,91,10,3,0,107,25,37,8,51,3,0,93,4,16,1,0.245,0.34,0.288,0.628,0.101,81.7,1.84
16110,황영묵,1999년 10월 16일,우투좌타,수진초-성일중-충훈고,24 한화 4라운드 31순위,2024,한화,25,2B,123,1.42,0.01,389,386,349,52,105,8,4,3,130,35,4,7,31,5,0,56,6,3,1,0.301,0.365,0.372,0.737,0.129,95.1,1.43
16110,황영묵,1999년 10월 16일,우투좌타,수진초-성일중-충훈고,24 한화 4라운드 31순위,2025,한화,26,2B,117,0.86,-0.44,286,283,260,40,71,17,1,1,93,22,1,3,20,2,0,37,4,2,1,0.273,0.329,0.358,0.687,0.106,87.8,0.42
16121,페라자,1998년 11월 10일,우투양타,-,24 한화 자유선발,2024,한화,26,LF,122,2.34,-0.14,522,518,455,75,125,24,0,24,221,70,7,5,63,2,5,129,6,0,2,0.275,0.364,0.486,0.85,0.158,116.7,2.2
16252,박재현,2006년 12월 08일,우투좌타,동막초-재능중-인천고,25 KIA 3라운드 25순위,2025,KIA,19,CF,58,-0.89,-0.6,69,69,62,11,5,1,0,0,6,3,4,3,6,0,0,26,0,0,1,0.081,0.159,0.097,0.256,-0.046,-38.5,-1.49
16262,위즈덤,1991년 08월 27일,우투우타,-,25 KIA 자유선발,2025,KIA,34,1B,119,3.48,0.02,486,485,424,73,100,20,1,35,227,85,3,0,52,4,2,142,9,0,6,0.236,0.321,0.535,0.856,0.155,131.4,3.49
16279,박관우,2006년 03월 22일,좌투좌타,경산-경운중-경북고,25 LG 5라운드 50순위,2025,LG,19,LF,39,0.18,-0.14,58,58,53,12,14,2,0,2,22,13,0,0,3,1,0,11,1,0,1,0.264,0.31,0.415,0.725,0.111,94.9,0.04
16312,플로리얼,1997년 11월 25일,우투좌타,-,25 한화 자유선발,2025,한화,28,CF,65,1.68,0.1,285,285,258,36,70,18,2,8,116,29,13,3,24,1,2,65,2,0,2,0.271,0.333,0.45,0.783,0.134,111.5,1.78
16390,맥브룸,1992년 04월 09일,좌투우타,-,25 SSG 부상 대체 외국인선수,2025,SSG,33,RF,22,-0.26,0.1,80,78,74,8,15,3,0,4,30,11,0,0,5,1,2,28,2,0,0,0.203,0.263,0.405,0.668,0.078,62.8,-0.17
16396,리베라토,1995년 12월 18일,좌투좌타,-,25 한화 부상 대체 외국인선수,2025,한화,30,CF,62,2.46,-0.47,273,273,246,41,77,18,2,10,129,39,1,0,23,0,0,47,3,0,4,0.313,0.366,0.524,0.89,0.172,143.1,2.0
